gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
UBAP2L	UBAP2L (ENST00000466173)	Myeloid	positive	positive	0.40538374139821526	0.015695126866386175	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000291535)	Myeloid	positive	positive	0.5169549658065822	0.001474046509706357	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000319294)	Myeloid	positive	positive	0.49069349378276933	0.0027644017690436613	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000398367)	Myeloid	positive	positive	0.5157635415553723	0.001518358529433682	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000473381)	Myeloid	positive	positive	0.48291412596569394	0.003299622251917381	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000634453)	Myeloid	positive	positive	0.5125623467823229	0.001643261715415694	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000634718)	Myeloid	positive	positive	0.5079046166022766	0.0018410714265844465	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000635108)	Myeloid	positive	positive	0.4622411776467612	0.0051799753272716844	72	not_significant	NA	NA	NA
UBASH3A	UBASH3A (ENST00000635325)	Myeloid	positive	positive	0.4216799108727158	0.011636183856630402	72	not_significant	NA	NA	NA
UBB	UBB (ENST00000302182)	Myeloid	positive	positive	0.3499579893585414	0.039315812138334676	72	not_significant	NA	NA	NA
UBB	UBB (ENST00000395837)	Myeloid	positive	positive	0.5643469018906812	4.1367191398022316e-4	72	not_significant	NA	NA	NA
UBB	UBB (ENST00000395839)	Myeloid	positive	positive	0.5441378430903806	7.276745916106371e-4	72	not_significant	NA	NA	NA
UBB	UBB (ENST00000535788)	Myeloid	positive	positive	0.34910826449731774	0.03982870011455814	72	not_significant	NA	NA	NA
UBB	UBB (ENST00000614404)	Myeloid	positive	positive	0.3758541994778682	0.02607275290449753	72	not_significant	NA	NA	NA
UBBP1	UBBP1 (ENST00000392399)	Myeloid	positive	positive	0.3503377483066386	0.03908832758906	72	not_significant	NA	NA	NA
UBD	UBD (ENST00000377050)	Myeloid	positive	positive	0.3575113432720729	0.03498767753466807	72	not_significant	NA	NA	NA
UBE2A	UBE2A (ENST00000469205)	Myeloid	positive	positive	0.40448481533624214	0.015949844227901258	72	not_significant	NA	NA	NA
UBE2A	UBE2A (ENST00000625938)	Myeloid	positive	positive	0.34934896475093974	0.03968286874389848	72	not_significant	NA	NA	NA
UBE2CP2	UBE2CP2 (ENST00000583290)	Myeloid	positive	positive	0.34312816084491565	0.04359323333466205	72	not_significant	NA	NA	NA
UBE2D1	UBE2D1 (ENST00000473824)	Myeloid	positive	positive	0.4361115416442671	0.008820317432706122	72	not_significant	NA	NA	NA
UBE2D2	UBE2D2 (ENST00000511691)	Myeloid	positive	positive	0.43660928303854457	0.008734610022135849	72	not_significant	NA	NA	NA
UBE2D3	UBE2D3 (ENST00000453744)	Myeloid	positive	positive	0.3480025805899961	0.040504173117996506	72	not_significant	NA	NA	NA
UBE2D3	UBE2D3 (ENST00000503282)	Myeloid	positive	positive	0.3421348842347153	0.04424538407810847	72	not_significant	NA	NA	NA
UBE2D3P3	UBE2D3P3 (ENST00000426992)	Myeloid	positive	positive	0.3916165950996827	0.019992826202082325	72	not_significant	NA	NA	NA
UBE2G1	UBE2G1 (ENST00000396981)	Myeloid	positive	positive	0.38890787277183414	0.020944327918460556	72	not_significant	NA	NA	NA
UBE2G2	UBE2G2 (ENST00000462569)	Myeloid	positive	positive	0.34496781100286433	0.042405838967771885	72	not_significant	NA	NA	NA
UBE2G2	UBE2G2 (ENST00000490091)	Myeloid	positive	positive	0.410680437394527	0.014262546224565974	72	not_significant	NA	NA	NA
UBE2I	UBE2I (ENST00000406620)	Myeloid	positive	positive	0.3528291860419294	0.037622197617887904	72	not_significant	NA	NA	NA
UBE2I	UBE2I (ENST00000562470)	Myeloid	positive	positive	0.3805625270144948	0.024115233575548508	72	not_significant	NA	NA	NA
UBE2I	UBE2I (ENST00000566159)	Myeloid	positive	positive	0.36763184248437836	0.02980457219759206	72	not_significant	NA	NA	NA
UBE2J2	UBE2J2 (ENST00000461142)	Myeloid	positive	positive	0.38957415123811023	0.02070686265081845	72	not_significant	NA	NA	NA
UBE2J2	UBE2J2 (ENST00000464036)	Myeloid	positive	positive	0.33830599336980516	0.04683312254755278	72	not_significant	NA	NA	NA
UBE2J2	UBE2J2 (ENST00000466752)	Myeloid	positive	positive	0.4072957610458731	0.015164671493564352	72	not_significant	NA	NA	NA
UBE2J2	UBE2J2 (ENST00000488418)	Myeloid	positive	positive	0.4338466099258791	0.009219424622981105	72	not_significant	NA	NA	NA
UBE2J2	UBE2J2 (ENST00000503294)	Myeloid	positive	positive	0.38615281885470787	0.02195039679473244	72	not_significant	NA	NA	NA
UBE2N	UBE2N (ENST00000318066)	Myeloid	positive	positive	0.403640144441807	0.01619233667478777	72	not_significant	NA	NA	NA
UBE2N	UBE2N (ENST00000552442)	Myeloid	positive	positive	0.3507759494168945	0.038827160503735	72	not_significant	NA	NA	NA
UBE2O	UBE2O (ENST00000586505)	Myeloid	positive	positive	0.4791237701779268	0.003591503542826576	72	not_significant	NA	NA	NA
UBE2Q2	UBE2Q2 (ENST00000569423)	Myeloid	positive	positive	0.35843568225025946	0.03448576703876337	72	not_significant	NA	NA	NA
UBE2R2-AS1	UBE2R2-AS1 (ENST00000668091)	Myeloid	positive	positive	0.33801831748242955	0.047032348680746405	72	not_significant	NA	NA	NA
UBE2S	UBE2S (ENST00000587845)	Myeloid	positive	positive	0.39143877114533027	0.020054167680503863	72	not_significant	NA	NA	NA
UBE2V1	UBE2V1 (ENST00000340309)	Myeloid	positive	positive	0.42064468468951927	0.011864509179872163	72	not_significant	NA	NA	NA
UBE2V1	UBE2V1 (ENST00000461960)	Myeloid	positive	positive	0.37411698581798564	0.026827297245962962	72	not_significant	NA	NA	NA
UBE2V1	UBE2V1 (ENST00000490555)	Myeloid	positive	positive	0.4462468315053537	0.007209571949954513	72	not_significant	NA	NA	NA
UBE2Z	UBE2Z (ENST00000506271)	Myeloid	positive	positive	0.3905324546324981	0.020369245311528693	72	not_significant	NA	NA	NA
UBE3A	UBE3A (ENST00000676452)	Myeloid	positive	positive	0.36520097938159024	0.03098810322468357	72	not_significant	NA	NA	NA
UBE3B	UBE3B (ENST00000434735)	Myeloid	negative	negative	-0.3704622121977094	0.02847348282011928	72	not_significant	NA	NA	NA
UBE3B	UBE3B (ENST00000537063)	Myeloid	positive	positive	0.3899662397444186	0.020568169088153385	72	not_significant	NA	NA	NA
UBE3C	UBE3C (ENST00000389103)	Myeloid	positive	positive	0.5338310922958511	9.576405741665133e-4	72	not_significant	NA	NA	NA
UBE3C	UBE3C (ENST00000470408)	Myeloid	positive	positive	0.3750158079298345	0.026434687915073755	72	not_significant	NA	NA	NA
UBE3C	UBE3C (ENST00000474153)	Myeloid	positive	positive	0.37467267884763666	0.02658400590021352	72	not_significant	NA	NA	NA
UBE4B	UBE4B (ENST00000466379)	Myeloid	positive	positive	0.4324731299902623	0.009468851471505035	72	not_significant	NA	NA	NA
UBFD1P1	UBFD1P1 (ENST00000473259)	Myeloid	positive	positive	0.3444894567686891	0.04271205155715432	72	not_significant	NA	NA	NA
UBL5	UBL5 (ENST00000358666)	Myeloid	positive	positive	0.405382296183298	0.01569553362429495	72	not_significant	NA	NA	NA
UBL7	UBL7 (ENST00000567435)	Myeloid	positive	positive	0.3380261651065924	0.04702690490850798	72	not_significant	NA	NA	NA
UBN1	UBN1 (ENST00000585857)	Myeloid	positive	positive	0.3350254460584785	0.04914560564230589	72	not_significant	NA	NA	NA
UBN2	UBN2 (ENST00000473989)	Myeloid	positive	positive	0.453433679498869	0.006226204830566695	72	not_significant	NA	NA	NA
UBN2	UBN2 (ENST00000483726)	Myeloid	positive	positive	0.4167756592412442	0.012751667014634661	72	not_significant	NA	NA	NA
UBOX5-AS1	UBOX5-AS1 (ENST00000454019)	Myeloid	negative	negative	-0.3917470360776583	0.019947929114678648	72	not_significant	NA	NA	NA
UBP1	UBP1 (ENST00000467613)	Myeloid	positive	positive	0.3628612403041591	0.03216332350488731	72	not_significant	NA	NA	NA
UBP1	UBP1 (ENST00000481761)	Myeloid	positive	positive	0.38173496362876747	0.023647159442457703	72	not_significant	NA	NA	NA
UBP1	UBP1 (ENST00000492136)	Myeloid	positive	positive	0.3987742099485052	0.017650208959105938	72	not_significant	NA	NA	NA
UBP1	UBP1 (ENST00000496310)	Myeloid	positive	positive	0.4479660283306186	0.006962998017297145	72	not_significant	NA	NA	NA
UBQLN1	UBQLN1 (ENST00000527373)	Myeloid	positive	positive	0.4152484755798341	0.01311692905472114	72	not_significant	NA	NA	NA
UBQLN4	UBQLN4 (ENST00000368309)	Myeloid	positive	positive	0.3365022235435619	0.048093558339522516	72	not_significant	NA	NA	NA
UBR1	UBR1 (ENST00000569066)	Myeloid	positive	positive	0.37175855262345814	0.027880343727824164	72	not_significant	NA	NA	NA
UBR3	UBR3 (ENST00000272793)	Myeloid	positive	positive	0.3344230797973923	0.04957997971398864	72	not_significant	NA	NA	NA
UBR3	UBR3 (ENST00000465630)	Myeloid	positive	positive	0.35183212694327115	0.03820348639158856	72	not_significant	NA	NA	NA
UBR3	UBR3 (ENST00000474426)	Myeloid	positive	positive	0.3412460975326323	0.04483556434169739	72	not_significant	NA	NA	NA
UBR4	UBR4 (ENST00000375218)	Myeloid	positive	positive	0.3679567927259542	0.02964920763047244	72	not_significant	NA	NA	NA
UBR5-AS1	UBR5-AS1 (ENST00000520820)	Myeloid	negative	negative	-0.36972507820529427	0.028815353521177964	72	not_significant	NA	NA	NA
UBTF	UBTF (ENST00000343638)	Myeloid	positive	positive	0.426978498782573	0.01052488310940078	72	not_significant	NA	NA	NA
UBTF	UBTF (ENST00000436088)	Myeloid	positive	positive	0.434647143054713	0.00907664119318997	72	not_significant	NA	NA	NA
UBTF	UBTF (ENST00000527034)	Myeloid	positive	positive	0.3427419223326787	0.04384589806384921	72	not_significant	NA	NA	NA
UBTF	UBTF (ENST00000529042)	Myeloid	positive	positive	0.3451793170249698	0.04227101164932787	72	not_significant	NA	NA	NA
UBXN1	UBXN1 (ENST00000294119)	Myeloid	positive	positive	0.3712185851146895	0.028126159093295317	72	not_significant	NA	NA	NA
UBXN10	UBXN10 (ENST00000375099)	Myeloid	positive	positive	0.35178990719311926	0.03822826040120084	72	not_significant	NA	NA	NA
UBXN11	UBXN11 (ENST00000374223)	Myeloid	negative	negative	-0.4198399556017494	0.012044602790374323	72	not_significant	NA	NA	NA
UBXN11	UBXN11 (ENST00000494942)	Myeloid	negative	negative	-0.3843397788891367	0.022634087875738066	72	not_significant	NA	NA	NA
UBXN4	UBXN4 (ENST00000467065)	Myeloid	positive	positive	0.36299519038570255	0.03209507369847302	72	not_significant	NA	NA	NA
UBXN4	UBXN4 (ENST00000470687)	Myeloid	positive	positive	0.4433564969094705	0.007640957424410696	72	not_significant	NA	NA	NA
UBXN4	UBXN4 (ENST00000471246)	Myeloid	positive	positive	0.33765492878827896	0.04728497974205006	72	not_significant	NA	NA	NA
UBXN6	UBXN6 (ENST00000301281)	Myeloid	negative	negative	-0.3745804650836721	0.026624252357577923	72	not_significant	NA	NA	NA
UBXN6	UBXN6 (ENST00000591919)	Myeloid	negative	negative	-0.39111561454388694	0.020166043431937307	72	not_significant	NA	NA	NA
UCA1	UCA1 (ENST00000644502)	Myeloid	positive	positive	0.33765492878827896	0.04728497974205006	72	not_significant	NA	NA	NA
UCA1	UCA1 (ENST00000644730)	Myeloid	negative	negative	-0.35492285569681065	0.03642492472682712	72	not_significant	NA	NA	NA
UCA1	UCA1 (ENST00000644845)	Myeloid	positive	positive	0.3376549287882788	0.04728497974205014	72	not_significant	NA	NA	NA
UCHL5	UCHL5 (ENST00000367448)	Myeloid	positive	positive	0.3489013990198879	0.039954378391616883	72	not_significant	NA	NA	NA
UCHL5	UCHL5 (ENST00000417752)	Myeloid	positive	positive	0.3537597395254272	0.03708617488171681	72	not_significant	NA	NA	NA
UCK2	UCK2 (ENST00000642653)	Myeloid	positive	positive	0.35370391564358883	0.037118155089912674	72	not_significant	NA	NA	NA
UCKL1	UCKL1 (ENST00000369908)	Myeloid	positive	positive	0.46858102400520735	0.00452402791031338	72	not_significant	NA	NA	NA
UCKL1	UCKL1 (ENST00000632800)	Myeloid	positive	positive	0.39547703420790425	0.018699140142754683	72	not_significant	NA	NA	NA
UCKL1-AS1	UCKL1-AS1 (ENST00000623569)	Myeloid	positive	positive	0.44956597819435795	0.0067400488371773095	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000465515)	Myeloid	positive	positive	0.38384249581827035	0.022824664417539803	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000475550)	Myeloid	positive	positive	0.37864624713905193	0.024896747322706178	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000488245)	Myeloid	positive	positive	0.371332494502774	0.028074155206127525	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000491621)	Myeloid	positive	positive	0.34108187534054984	0.044945302364542486	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000494536)	Myeloid	positive	positive	0.41511507437451395	0.013149249749025153	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000676870)	Myeloid	positive	positive	0.4668993557733246	0.004690615080757039	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000677841)	Myeloid	positive	positive	0.35998688167658865	0.03365666402355701	72	not_significant	NA	NA	NA
UGP2	UGP2 (ENST00000678974)	Myeloid	positive	positive	0.3714982705171773	0.027998613455240275	72	not_significant	NA	NA	NA
UGT1A1	UGT1A1 (ENST00000305208)	Myeloid	positive	positive	0.42133783532873975	0.011711215967242712	72	not_significant	NA	NA	NA
UGT2A1	UGT2A1 (ENST00000503640)	Myeloid	positive	positive	0.42999942745265907	0.009932563730307563	72	not_significant	NA	NA	NA
UGT2A1	UGT2A1 (ENST00000512704)	Myeloid	positive	positive	0.4542078668792528	0.006127492814051227	72	not_significant	NA	NA	NA
UGT2A1	UGT2A1 (ENST00000514019)	Myeloid	positive	positive	0.4033039912426495	0.016289696698336062	72	not_significant	NA	NA	NA
UGT2A2	UGT2A2 (ENST00000604629)	Myeloid	positive	positive	0.45259967498363735	0.00633406761220287	72	not_significant	NA	NA	NA
UHRF2	UHRF2 (ENST00000481243)	Myeloid	positive	positive	0.3608087663898195	0.033224005139789674	72	not_significant	NA	NA	NA
UHRF2	UHRF2 (ENST00000484159)	Myeloid	positive	positive	0.3450091113088723	0.042379484327684624	72	not_significant	NA	NA	NA
UHRF2P1	UHRF2P1 (ENST00000431339)	Myeloid	positive	positive	0.33675014810251575	0.04791872044595127	72	not_significant	NA	NA	NA
ULK3	ULK3 (ENST00000562161)	Myeloid	positive	positive	0.38594401826101166	0.022028251236263532	72	not_significant	NA	NA	NA
ULK3	ULK3 (ENST00000565790)	Myeloid	positive	positive	0.3391729957556244	0.046236783468768444	72	not_significant	NA	NA	NA
ULK3	ULK3 (ENST00000565881)	Myeloid	positive	positive	0.4632786252596896	0.005067340775153371	72	not_significant	NA	NA	NA
ULK4	ULK4 (ENST00000301831)	Myeloid	positive	positive	0.35040260139767265	0.03904958582405253	72	not_significant	NA	NA	NA
ULK4P1	ULK4P1 (ENST00000564495)	Myeloid	negative	negative	-0.3933972744928258	0.019387134149518297	72	not_significant	NA	NA	NA
ULK4P1	ULK4P1 (ENST00000565174)	Myeloid	negative	negative	-0.3785494886061113	0.02493675626010466	72	not_significant	NA	NA	NA
ULK4P3	ULK4P3 (ENST00000563895)	Myeloid	negative	negative	-0.4081098226395902	0.014943437421288803	72	not_significant	NA	NA	NA
ULK4P3	ULK4P3 (ENST00000566138)	Myeloid	negative	negative	-0.34606584963996173	0.04170963680435884	72	not_significant	NA	NA	NA
UMAD1	UMAD1 (ENST00000636849)	Myeloid	positive	positive	0.34086842223495445	0.04508826056187614	72	not_significant	NA	NA	NA
UMAD1	UMAD1 (ENST00000639110)	Myeloid	negative	negative	-0.3587001202616768	0.0343432627113003	72	not_significant	NA	NA	NA
UMODL1	UMODL1 (ENST00000400424)	Myeloid	positive	positive	0.34335718413548255	0.04344396833627987	72	not_significant	NA	NA	NA
UNC119	UNC119 (ENST00000335765)	Myeloid	negative	negative	-0.44980096091690364	0.006707825341475971	72	not_significant	NA	NA	NA
UNC13A	UNC13A (ENST00000601528)	Myeloid	positive	positive	0.35710907849898926	0.035207953831514933	72	not_significant	NA	NA	NA
UNC13B	UNC13B (ENST00000481299)	Myeloid	positive	positive	0.3728742009471857	0.027378046370688764	72	not_significant	NA	NA	NA
UNC13D	UNC13D (ENST00000587105)	Myeloid	positive	positive	0.40026693659817025	0.017191756381522715	72	not_significant	NA	NA	NA
UNC13D	UNC13D (ENST00000587504)	Myeloid	positive	positive	0.45262446519330807	0.0063308385007115955	72	not_significant	NA	NA	NA
UNC13D	UNC13D (ENST00000590762)	Myeloid	positive	positive	0.3490995668624954	0.03983397779451629	72	not_significant	NA	NA	NA
UNC13D	UNC13D (ENST00000590856)	Myeloid	positive	positive	0.4107230517473882	0.014251482435426644	72	not_significant	NA	NA	NA
UNC13D	UNC13D (ENST00000591616)	Myeloid	positive	positive	0.36993837215726927	0.02871608666174249	72	not_significant	NA	NA	NA
UPRT	UPRT (ENST00000652605)	Myeloid	positive	positive	0.3954841137361072	0.018696833450713563	72	not_significant	NA	NA	NA
UQCC1	UQCC1 (ENST00000397554)	Myeloid	positive	positive	0.3492933830918685	0.039716505189011944	72	not_significant	NA	NA	NA
UQCC3	UQCC3 (ENST00000531323)	Myeloid	positive	positive	0.33838143503106877	0.04678098863440979	72	not_significant	NA	NA	NA
UQCRH	UQCRH (ENST00000496387)	Myeloid	negative	negative	-0.4138939240075969	0.013448244808944085	72	not_significant	NA	NA	NA
URB2	URB2 (ENST00000258243)	Myeloid	positive	positive	0.45411605802673344	0.00613912815111844	72	not_significant	NA	NA	NA
URM1	URM1 (ENST00000372847)	Myeloid	positive	positive	0.35866407574198467	0.03436265863751248	72	not_significant	NA	NA	NA
URM1	URM1 (ENST00000372850)	Myeloid	positive	positive	0.4740425718552578	0.004017740659216741	72	not_significant	NA	NA	NA
URM1	URM1 (ENST00000372853)	Myeloid	positive	positive	0.3386235566568698	0.04661398507217145	72	not_significant	NA	NA	NA
URM1	URM1 (ENST00000470840)	Myeloid	positive	positive	0.37588420762731245	0.026059874428980275	72	not_significant	NA	NA	NA
URM1	URM1 (ENST00000483206)	Myeloid	positive	positive	0.37304202611640697	0.027303134763331623	72	not_significant	NA	NA	NA
UROD	UROD (ENST00000650713)	Myeloid	positive	positive	0.3611119693018206	0.03306554256763446	72	not_significant	NA	NA	NA
UROS	UROS (ENST00000368774)	Myeloid	positive	positive	0.34494611182942847	0.04241969098646029	72	not_significant	NA	NA	NA
UROS	UROS (ENST00000462490)	Myeloid	positive	positive	0.37555217361475624	0.02620266441593553	72	not_significant	NA	NA	NA
UROS	UROS (ENST00000650185)	Myeloid	positive	positive	0.3592552925443859	0.03404564376306032	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000423271)	Myeloid	positive	positive	0.5122320517689628	0.0016566479084176417	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000563149)	Myeloid	positive	positive	0.4621963482290065	0.0051848906213353115	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000565151)	Myeloid	positive	positive	0.48774320748909505	0.0029577434751816927	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000565662)	Myeloid	positive	positive	0.3360947321397537	0.04838203362646657	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000566292)	Myeloid	positive	positive	0.343086121092653	0.04362067738194841	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000569252)	Myeloid	positive	positive	0.6159556274999924	8.180620744534654e-5	72	not_significant	NA	NA	NA
USB1	USB1 (ENST00000624720)	Myeloid	positive	positive	0.6043984371121701	1.2050318184625865e-4	72	not_significant	NA	NA	NA
USO1	USO1 (ENST00000508454)	Myeloid	positive	positive	0.38479094552844073	0.02246232724943042	72	not_significant	NA	NA	NA
USP10	USP10 (ENST00000219473)	Myeloid	positive	positive	0.4624092304989242	0.005161584979663346	72	not_significant	NA	NA	NA
USP11	USP11 (ENST00000377107)	Myeloid	positive	positive	0.423235608064755	0.0113000596442761	72	not_significant	NA	NA	NA
USP11	USP11 (ENST00000467378)	Myeloid	positive	positive	0.33704179289114594	0.04771370307906931	72	not_significant	NA	NA	NA
USP11	USP11 (ENST00000469080)	Myeloid	positive	positive	0.37364970510404416	0.027033296236720523	72	not_significant	NA	NA	NA
USP11	USP11 (ENST00000489030)	Myeloid	positive	positive	0.4035759572805991	0.01621088944470906	72	not_significant	NA	NA	NA
USP11	USP11 (ENST00000489111)	Myeloid	positive	positive	0.5457630536711922	6.962748495128211e-4	72	not_significant	NA	NA	NA
USP12P2	USP12P2 (ENST00000415008)	Myeloid	positive	positive	0.3378431499591794	0.047153991217607764	72	not_significant	NA	NA	NA
